;date;average_price;total_volume;gala;fuji;granny_smith;total_bags;s_bags;l_bags;xl_bags;type;region
17;30/08/2015;1.38;8373142;140611;6160062;24167;2048302;2048302;0;0;conventional;BuffaloRochester
18;23/08/2015;1.49;6895329;128709;4365531;17047;2384042;2384042;0;0;conventional;BuffaloRochester
19;16/08/2015;1.5;6979809;123078;4593758;25800;2237173;2237173;0;0;conventional;BuffaloRochester
20;09/08/2015;1.47;8183013;113974;5628928;34919;2405192;2405192;0;0;conventional;BuffaloRochester
21;02/08/2015;1.47;7816292;144781;4462070;47155;3162286;3162286;0;0;conventional;BuffaloRochester
22;26/07/2015;1.39;9182507;167928;4561548;74177;4378854;4378854;0;0;conventional;BuffaloRochester
23;19/07/2015;1.36;12884615;116575;5449285;220514;7098241;7098241;0;0;conventional;BuffaloRochester
24;12/07/2015;1.45;12735146;111938;4729467;471473;7422268;7379601;42667;0;conventional;BuffaloRochester
25;05/07/2015;1.47;14041390;150310;5692546;670785;7527749;7437082;90667;0;conventional;BuffaloRochester
26;28/06/2015;1.36;13724670;123569;5180173;539732;7881196;7874974;6222;0;conventional;BuffaloRochester
27;21/06/2015;1.5;10865536;125483;4784557;542452;5413044;5413044;0;0;conventional;BuffaloRochester
28;14/06/2015;1.34;14937679;118390;4828651;443254;9547384;9547384;0;0;conventional;BuffaloRochester
29;07/06/2015;1.38;13090811;77902;5799961;13881;7199067;7199067;0;0;conventional;BuffaloRochester
30;31/05/2015;1.4;13084108;103949;5424906;7938;7547315;7547315;0;0;conventional;BuffaloRochester
31;24/05/2015;1.43;12194261;103376;5501895;10394;6578596;6574152;4444;0;conventional;BuffaloRochester
32;17/05/2015;1.35;13705023;93252;6166849;5653;7439269;7341491;97778;0;conventional;BuffaloRochester
33;10/05/2015;1.33;17054718;132183;7375430;18516;9528589;9483256;45333;0;conventional;BuffaloRochester
34;03/05/2015;1.42;13677179;94638;5026622;8186;8547733;8433205;110222;4306;conventional;BuffaloRochester
35;26/04/2015;1.41;13696430;111756;4955691;10640;8618343;8550315;64000;4028;conventional;BuffaloRochester
36;19/04/2015;1.42;13961252;102172;5295482;5918;8557680;8505694;51986;0;conventional;BuffaloRochester
37;12/04/2015;1.42;11817253;88402;4544361;9275;7175215;7093840;81375;0;conventional;BuffaloRochester
38;05/04/2015;1.44;12414562;96927;5102386;9569;7205680;7140888;59792;5000;conventional;BuffaloRochester
39;29/03/2015;1.39;11989065;135263;4843003;8052;7002747;6991900;10847;0;conventional;BuffaloRochester
40;22/03/2015;1.4;11990296;309055;4542006;4820;7134415;7128859;5556;0;conventional;BuffaloRochester
41;15/03/2015;1.47;10341311;350048;4568861;6642;5415760;5404649;11111;0;conventional;BuffaloRochester
42;08/03/2015;1.35;12572496;107246;6197356;10231;6257663;6221663;36000;0;conventional;BuffaloRochester
43;01/03/2015;1.43;11236386;103292;4168504;10416;6954174;6947952;6222;0;conventional;BuffaloRochester
44;22/02/2015;1.41;10954692;170923;4539396;13172;6231201;6176534;54667;0;conventional;BuffaloRochester
45;15/02/2015;1.44;10020714;152076;4327155;5776;5535707;5523263;12444;0;conventional;BuffaloRochester
46;08/02/2015;1.36;13276010;182241;6626192;16196;6451381;6391825;59556;0;conventional;BuffaloRochester
47;01/02/2015;1.33;15392035;211773;6477055;11249;8691958;8684847;7111;0;conventional;BuffaloRochester
48;25/01/2015;1.5;11405294;132119;5400748;7453;5864974;5790974;74000;0;conventional;BuffaloRochester
49;18/01/2015;1.52;10704029;162526;6185985;13329;4342189;4341967;222;0;conventional;BuffaloRochester
50;11/01/2015;1.54;10622132;164225;5098520;7961;5351426;5351426;0;0;conventional;BuffaloRochester
51;04/01/2015;1.4;11625344;326797;5569304;10955;5718288;5718288;0;0;conventional;BuffaloRochester
0;27/12/2015;0.9;504036547;183394659;176095602;23275585;121270701;109014007;11073735;1182959;conventional;California
1;20/12/2015;0.94;469573721;167660143;154328076;26668982;120916520;106170358;13674710;1071452;conventional;California
2;13/12/2015;0.87;525935430;180669008;162724076;23298513;159243833;140401200;18015037;827596;conventional;California
3;06/12/2015;0.78;577553627;194306550;210024617;22195726;151026734;137664091;12666437;696206;conventional;California
4;29/11/2015;0.91;457571062;146169938;181020270;22231107;108149747;99156884;8233839;759024;conventional;California
5;22/11/2015;0.92;480427816;160221557;191712452;21563216;106930591;97961252;8244432;724907;conventional;California
6;15/11/2015;0.83;575519069;224301344;216409899;19515932;115291894;109176868;5379792;735234;conventional;California
7;08/11/2015;0.98;514898351;231785881;175896454;21652358;85563658;81300640;3630596;632422;conventional;California
8;01/11/2015;0.95;583042796;236982475;259678528;21190197;65191596;62699354;1980469;511773;conventional;California
9;25/10/2015;1.12;459246181;173379131;202501615;21562263;61803172;60639286;759627;404259;conventional;California
10;18/10/2015;1.07;499903179;184799131;228623579;21781417;64699052;63389361;1078032;231659;conventional;California
11;11/10/2015;1.08;506330938;175721158;253002318;22103274;55504188;53347803;1837318;319067;conventional;California
12;04/10/2015;1.02;494378129;146111239;278831794;22226058;47209038;44292378;2557226;359434;conventional;California
13;27/09/2015;1.04;521678463;186005039;263502838;20646007;51524579;49686766;1333634;504179;conventional;California
14;20/09/2015;1.14;475979113;170296549;223069351;27392236;55220977;52977937;1730391;512649;conventional;California
15;13/09/2015;1.13;510650812;186327081;238802333;27079434;58441964;50205688;7629756;606520;conventional;California
16;06/09/2015;1.09;580639278;285932591;207719360;24018500;62968827;59162983;3354537;451307;conventional;California
17;30/08/2015;1.08;564738515;310460782;166027432;23302736;64947565;64060064;598925;288576;conventional;California
18;23/08/2015;1.18;519322100;262697795;179891133;22208291;54524881;53518395;657350;349136;conventional;California
19;16/08/2015;1.11;561643408;309870855;173134900;20872473;57765180;57219746;208196;337238;conventional;California
20;09/08/2015;1.1;623208127;326077573;219670497;19383160;58076897;57072854;735684;268359;conventional;California
21;02/08/2015;1.16;542823887;294014582;173784594;18347103;56677608;55958776;495357;223475;conventional;California
22;26/07/2015;1.13;555761627;311292178;163665990;20942705;59860754;59075010;518116;267628;conventional;California
23;19/07/2015;1.18;522520052;280588774;162987175;18820747;60123356;57773696;2067380;282280;conventional;California
24;12/07/2015;1.13;545163692;274729998;192389311;15747805;62296578;60135864;1803241;357473;conventional;California
25;05/07/2015;1.12;671801183;358114988;212030306;25418747;76237142;73169208;2731719;336215;conventional;California
26;28/06/2015;1.1;564174202;316383974;161091007;21217321;65481900;63030144;2186154;265602;conventional;California
27;21/06/2015;1.07;595259729;332863193;174350925;21842377;66203234;63424468;2427753;351013;conventional;California
28;14/06/2015;0.97;674166231;407588134;177190898;21067082;68320117;65742142;2296119;281856;conventional;California
29;07/06/2015;0.98;637484290;361431444;186032930;22133048;67886868;65194451;2342239;350178;conventional;California
30;31/05/2015;0.98;623690331;362044035;182649662;20944333;58052301;55422464;2308308;321529;conventional;California
31;24/05/2015;1.1;562171364;297839674;187320591;19599106;57411993;54642069;2448584;321340;conventional;California
32;17/05/2015;1.08;528913850;292367393;164962366;16859735;54724356;52580470;1849703;294183;conventional;California
33;10/05/2015;0.93;665035796;408585878;173513232;19457597;63479089;61360109;1836627;282353;conventional;California
34;03/05/2015;0.88;856753449;434011703;340314510;19247392;63179844;60938858;1973589;267397;conventional;California
35;26/04/2015;1.15;492356504;242100967;172948677;19646902;57659958;54825241;2648399;186318;conventional;California
36;19/04/2015;1.05;587108081;302446622;207097414;17735482;59828563;52476796;7198859;152908;conventional;California
37;12/04/2015;1.06;563664451;284818400;198881823;18519877;61444351;53271402;7986530;186419;conventional;California
38;05/04/2015;1.12;546715555;275446487;188616889;22539685;60112494;53925829;5921209;265456;conventional;California
39;29/03/2015;1.1;534182167;260953263;186927131;19357755;66944018;60599511;6195873;148634;conventional;California
40;22/03/2015;1.06;557181277;234861825;231439394;19579146;71300912;68140386;3005897;154629;conventional;California
41;15/03/2015;1.06;555716311;296252041;173735395;19476149;66252726;63290355;2762515;199856;conventional;California
42;08/03/2015;0.96;599024389;348427460;164993605;18472058;67131266;64230700;2724105;176461;conventional;California
43;01/03/2015;0.84;670013425;351655129;246093241;17058054;55207001;51538640;3484551;183810;conventional;California
44;22/02/2015;0.96;595187132;321017722;193369949;17267588;63531873;59618490;3694051;219332;conventional;California
45;15/02/2015;0.96;569994493;331516360;162046213;16990754;59441166;54499068;4701793;240305;conventional;California
46;08/02/2015;0.91;587122458;290884538;220039389;14945893;61252638;55368271;5631108;253259;conventional;California
47;01/02/2015;0.85;903218067;479414214;346074380;17714549;60014924;55620520;4120320;274084;conventional;California
48;25/01/2015;1.06;492988426;238095561;182778328;15053550;57060987;52100415;4680948;279624;conventional;California
49;18/01/2015;1.02;557091526;278085966;210845036;12161431;55999093;52029926;3650118;319049;conventional;California
50;11/01/2015;0.92;602493234;288959129;248572010;10357342;54604753;51056041;3187403;361309;conventional;California
51;04/01/2015;0.93;577733490;284364826;226775526;13747964;52845174;47719338;4788256;337580;conventional;California
0;27/12/2015;0.96;15669824;3307027;6295624;2304169;3763004;3513042;249962;0;conventional;Charlotte
1;20/12/2015;0.98;13991789;2950004;5552058;1984251;3505476;3327325;178151;0;conventional;Charlotte
2;13/12/2015;0.95;15714619;3172746;6254419;2384295;3903159;3579308;323851;0;conventional;Charlotte
3;06/12/2015;0.99;15611408;3411736;6307474;2848272;3043926;2818192;225734;0;conventional;Charlotte
4;29/11/2015;0.95;13885886;3191111;5347054;2268580;3079141;2737630;341511;0;conventional;Charlotte
5;22/11/2015;1;13361833;3002869;5364497;2422158;2572309;2222847;349462;0;conventional;Charlotte
6;15/11/2015;1.01;16928116;2854388;8024455;3686051;2363222;2113210;250012;0;conventional;Charlotte
7;08/11/2015;1.03;16432204;3086074;5445601;4928225;2972304;2807604;164700;0;conventional;Charlotte
8;01/11/2015;1.11;17179387;3337160;4707968;5396886;3737373;3284804;452569;0;conventional;Charlotte
9;25/10/2015;1.27;14092061;2309386;3835683;4488251;3458741;3021923;436818;0;conventional;Charlotte
10;18/10/2015;1.26;15656598;2280502;5451885;4470732;3453479;3117668;335811;0;conventional;Charlotte
11;11/10/2015;1.14;16739656;2294159;4566933;5898981;3979583;3310301;669282;0;conventional;Charlotte
12;04/10/2015;1.22;14673774;2364894;4467110;4036693;3805077;3038881;766196;0;conventional;Charlotte
13;27/09/2015;1.09;16878022;2439792;5421003;5855164;3162063;2705327;456736;0;conventional;Charlotte
14;20/09/2015;1.2;16144398;2592266;4690606;4126183;4735343;3894045;841298;0;conventional;Charlotte
15;13/09/2015;1.19;17107753;3012292;4161687;3646943;6286831;5691024;595807;0;conventional;Charlotte
16;06/09/2015;1.01;22772843;3512674;6218749;6437234;6604186;5919770;684416;0;conventional;Charlotte
17;30/08/2015;1.2;17902688;3351197;4170097;3813029;6568365;6337106;231259;0;conventional;Charlotte
18;23/08/2015;1.15;20329837;3228063;5047557;4167760;7886457;7684613;201844;0;conventional;Charlotte
19;16/08/2015;1.24;17852552;3212860;4206810;4134326;6298556;6076922;221634;0;conventional;Charlotte
20;09/08/2015;1.21;17305932;2991580;4378295;3761430;6174627;5778320;396307;0;conventional;Charlotte
21;02/08/2015;1.24;17932190;3020032;4868677;3973490;6069991;5862767;207224;0;conventional;Charlotte
22;26/07/2015;1.23;17389682;3090110;3960794;3926071;6412707;6205365;207342;0;conventional;Charlotte
23;19/07/2015;1.19;18757503;3338211;4907216;3951529;6560547;6247083;313464;0;conventional;Charlotte
24;12/07/2015;1.18;18285682;2358070;5631745;3510711;6785156;6568123;217033;0;conventional;Charlotte
25;05/07/2015;1.18;21611890;3080329;7347029;4060217;7124315;6786526;337789;0;conventional;Charlotte
26;28/06/2015;1.17;19365401;2369374;5816231;4204435;6975361;6798908;176453;0;conventional;Charlotte
27;21/06/2015;1.17;20117310;3095117;5891349;3826010;7304834;6942600;362234;0;conventional;Charlotte
28;14/06/2015;1.15;20709388;3124767;6482877;4119322;6982422;6784239;198183;0;conventional;Charlotte
29;07/06/2015;1.15;19998030;4352421;4522673;3857880;7265056;6912357;352699;0;conventional;Charlotte
30;31/05/2015;1.19;19463086;4568814;4325991;4452973;6115308;5899080;216228;0;conventional;Charlotte
31;24/05/2015;1.2;21252772;4362872;5920762;4601443;6367695;5966325;401370;0;conventional;Charlotte
32;17/05/2015;1.21;19079999;4434034;4642429;4024852;5978684;5758399;220285;0;conventional;Charlotte
33;10/05/2015;1.19;19276709;4762637;4286380;3837027;6390665;6175957;214708;0;conventional;Charlotte
34;03/05/2015;1;26149220;5020331;6944661;7762749;6421479;5862628;558851;0;conventional;Charlotte
35;26/04/2015;1.2;18214155;3948113;4479690;3796114;5990238;5870120;120118;0;conventional;Charlotte
36;19/04/2015;1.18;18094422;3833046;4195432;3604112;6461832;6318205;143627;0;conventional;Charlotte
37;12/04/2015;1.17;20400524;4879338;5039001;3963834;6518351;6178729;339622;0;conventional;Charlotte
38;05/04/2015;1.19;17791928;4311240;4044849;3621012;5814827;5645056;159910;9861;conventional;Charlotte
39;29/03/2015;1.23;17878849;3449806;5074107;4068842;5286094;5185601;100493;0;conventional;Charlotte
40;22/03/2015;1.19;18287615;4163846;4472681;3709923;5941165;5644398;296767;0;conventional;Charlotte
41;15/03/2015;1.19;18394405;3913841;4859562;4373993;5247009;5102801;144208;0;conventional;Charlotte
42;08/03/2015;1.25;15938669;2998015;3924464;3624961;5391229;5253796;137433;0;conventional;Charlotte
43;01/03/2015;1.18;17614634;4546524;4000665;3494886;5572559;5287384;285175;0;conventional;Charlotte
44;22/02/2015;1.08;20174143;4467957;4849863;6159031;4697292;4491971;205321;0;conventional;Charlotte
45;15/02/2015;1.22;15679851;2822783;3859173;4043051;4954844;4041997;912847;0;conventional;Charlotte
46;08/02/2015;1.17;15013938;3150941;3556691;3177873;5128433;4192130;936303;0;conventional;Charlotte
47;01/02/2015;0.98;25400970;5291550;7120989;8081388;4907043;3345014;1562029;0;conventional;Charlotte
48;25/01/2015;1.18;16727013;3738337;4400075;3157620;5430981;4162340;1268641;0;conventional;Charlotte
49;18/01/2015;1.25;15267115;2646287;4047581;3867739;4705508;3399673;1305835;0;conventional;Charlotte
50;11/01/2015;1.26;15994268;3158635;3811877;4080177;4943579;3882226;1061353;0;conventional;Charlotte
51;04/01/2015;1.19;16600629;2941903;4722075;3856895;5079756;4432903;646853;0;conventional;Charlotte
0;27/12/2015;0.93;66113713;4279900;44521879;7837825;9474109;8306675;161767;1005667;conventional;Chicago
1;20/12/2015;0.91;69066934;3572499;46457415;9630630;9406390;7624125;959265;823000;conventional;Chicago
2;13/12/2015;1.07;66860150;4038009;45147042;9416253;8258846;7682942;569375;6529;conventional;Chicago
3;06/12/2015;1.14;66402049;5317318;45504811;9288837;6291083;6247312;42095;1676;conventional;Chicago
4;29/11/2015;1.11;60248122;4285147;42247932;7498897;6216146;6186257;29889;0;conventional;Chicago
5;22/11/2015;0.94;75189789;3486850;55354531;8973233;7375175;7345731;29444;0;conventional;Chicago
6;15/11/2015;1.17;64188196;3128611;44175360;9385748;7498477;7472366;26111;0;conventional;Chicago
7;08/11/2015;1.01;71114661;4452842;49856241;10188932;6616646;6584208;32438;0;conventional;Chicago
8;01/11/2015;1;80704146;6942004;56221456;10653692;6886994;6844793;42201;0;conventional;Chicago
9;25/10/2015;1.12;68765027;5916108;45435260;10801241;6612418;6579524;32333;561;conventional;Chicago
10;18/10/2015;1.15;69030258;2588313;48299235;11831109;6311601;6207666;28556;75379;conventional;Chicago
11;11/10/2015;1.08;70891417;1645546;50381392;11999631;6864848;6514493;52899;297456;conventional;Chicago
12;04/10/2015;1.18;67517263;1426884;48526212;10571140;6993027;6601529;224014;167484;conventional;Chicago
13;27/09/2015;1.15;72050155;1648395;53202874;10119384;7079502;6337036;292319;450147;conventional;Chicago
14;20/09/2015;1.19;72911742;1647756;53464445;10310375;7489166;7119589;331658;37919;conventional;Chicago
15;13/09/2015;1.19;77567149;1717226;54696549;12861966;8291408;7836845;380954;73609;conventional;Chicago
16;06/09/2015;1.11;80867778;1759554;58194146;12293843;8620235;8290534;328962;739;conventional;Chicago
17;30/08/2015;1.12;77377353;1736314;57014723;11234422;7391894;7162703;220532;8659;conventional;Chicago
18;23/08/2015;1.2;75185001;1759595;55035951;10362238;8027217;7707351;275979;43887;conventional;Chicago
19;16/08/2015;1.16;81769089;1919394;60969245;10499744;8380706;8001854;344781;34071;conventional;Chicago
20;09/08/2015;1.25;73112501;1823736;52630306;10479641;8178818;7951048;190480;37290;conventional;Chicago
21;02/08/2015;1.27;76102742;2160712;55982517;9741933;8217580;7919797;247630;50153;conventional;Chicago
22;26/07/2015;1.12;79133234;2665329;57746034;9906658;8815213;8372875;351634;90704;conventional;Chicago
23;19/07/2015;1.24;79706027;2053484;56087156;11691043;9874344;9236271;353127;284946;conventional;Chicago
24;12/07/2015;1.26;77215120;2293392;54573934;10914946;9432848;9042886;253623;136339;conventional;Chicago
25;05/07/2015;1.24;93731745;2842272;66120719;11863470;12905284;12657911;223649;23724;conventional;Chicago
26;28/06/2015;1.21;78625022;2739154;52447699;10459510;12978659;12683570;189633;105456;conventional;Chicago
27;21/06/2015;1.24;80490252;3471508;53692608;12223965;11102171;10724286;165876;212009;conventional;Chicago
28;14/06/2015;1.21;86819741;5522759;58603706;10790815;11902461;11631818;261895;8748;conventional;Chicago
29;07/06/2015;1.24;82421623;5141051;54466398;12292934;10521240;9994237;469309;57694;conventional;Chicago
30;31/05/2015;1.26;80357187;5056381;51885004;13273266;10142536;9912266;229908;362;conventional;Chicago
